review,rating,date,bank,source,cleaned_text,textblob_sentiment,vader_sentiment,transformer_sentiment,transformer_score
Aadan Axmed Barkhadle,5,2025-01-17,BOA,Google Play,aadan axmed barkhadle,neutral,neutral,POSITIVE,0.6127511262893677
😡😡😡🤬🤬🤬,1,2025-01-16,BOA,Google Play,,neutral,neutral,POSITIVE,0.748120903968811
Horrible customer service and app crashes Horrible!!,1,2025-01-15,BOA,Google Play,horrible customer service app crash horrible,negative,negative,NEGATIVE,0.9997979998588562
I love it,5,2025-01-14,BOA,Google Play,love,positive,positive,POSITIVE,0.9998735189437866
Best,5,2025-01-14,BOA,Google Play,best,positive,positive,POSITIVE,0.9997941851615906
It keeps asking me to turn off developer mode even when dev mode is off. Couldn't use it.,1,2025-01-13,BOA,Google Play,keep asking turn developer mode even dev mode could use,neutral,neutral,NEGATIVE,0.9962765574455261
Good🙏,5,2025-01-12,BOA,Google Play,,neutral,neutral,POSITIVE,0.748120903968811
Like to much,5,2025-01-11,BOA,Google Play,like much,positive,positive,POSITIVE,0.999556839466095
Thank you,5,2025-01-10,BOA,Google Play,thank,neutral,positive,POSITIVE,0.9998283386230469
Perfect,5,2025-01-09,BOA,Google Play,perfect,positive,positive,POSITIVE,0.9998517036437988
The best of best,5,2025-01-09,BOA,Google Play,best best,positive,positive,POSITIVE,0.9998223185539246
I was using this app for long time it amazing user friendly UI but the i can't found for get pin button in the app,3,2025-01-07,BOA,Google Play,using app long time amazing user friendly ui ca found get pin button app,positive,positive,POSITIVE,0.9967617392539978
Boa,5,2025-01-06,BOA,Google Play,boa,neutral,neutral,NEGATIVE,0.7410537600517273
Great 👍,5,2025-01-04,BOA,Google Play,great,positive,positive,POSITIVE,0.9998630285263062
Fast and suitable for the customers.,5,2025-01-04,BOA,Google Play,fast suitable customer,positive,neutral,POSITIVE,0.9997313618659973
Good 👍,5,2025-01-03,BOA,Google Play,good,positive,positive,POSITIVE,0.9998161196708679
Good app and helpful,5,2025-01-03,BOA,Google Play,good app helpful,positive,positive,POSITIVE,0.9997825026512146
"I will give only one star, because it faced with multiple of problems. 1. The app is not as fast as the other banks App, for e.g like CBE 2. The App asks repeatedly to switch off developer options, even if it is switched off. 3. Bank of Abyssinia's services are interesting, but they ignored the issues on the App service. 4. Most customers gave a complain on the App, but no one accept their complain to fix the issue. 5. Lastly, I will not recommend the App unless the issue has been solved ASAP!!",1,2025-01-03,BOA,Google Play,give one star faced multiple problem app fast bank app like cbe app asks repeatedly switch developer option even switched bank abyssinia service interesting ignored issue app service customer gave complain app one accept complain fix issue lastly recommend app unless issue solved asap,positive,positive,NEGATIVE,0.9958153367042542
By assessing this you can tell Abyssinia bank has no idea what mobile banking is ?,1,2025-01-02,BOA,Google Play,assessing tell abyssinia bank idea mobile banking,neutral,neutral,NEGATIVE,0.9230318665504456
It doesn't work at all.,2,2025-01-02,BOA,Google Play,work,neutral,neutral,POSITIVE,0.9994449019432068
this app is not available,1,2025-01-02,BOA,Google Play,app available,positive,neutral,POSITIVE,0.9953263998031616
Best,5,2025-01-01,BOA,Google Play,best,positive,positive,POSITIVE,0.9997941851615906
Wow what amazing,5,2024-12-30,BOA,Google Play,wow amazing,positive,positive,POSITIVE,0.9998724460601807
love it,5,2024-12-30,BOA,Google Play,love,positive,positive,POSITIVE,0.9998735189437866
በጣም መሻሻል አለበት....... ለ ባንኩ ማይመጥን መተግበርያ ነው ::,2,2024-12-30,BOA,Google Play,በጣም መሻሻል አለበት ለ ባንኩ ማይመጥን መተግበርያ ነው,neutral,neutral,NEGATIVE,0.9239576458930969
Lemn embi yilal??,5,2024-12-30,BOA,Google Play,lemn embi yilal,neutral,neutral,NEGATIVE,0.8609254360198975
Good,5,2024-12-30,BOA,Google Play,good,positive,positive,POSITIVE,0.9998161196708679
It's useless app downgraded.,1,2024-12-29,BOA,Google Play,useless app downgraded,negative,negative,NEGATIVE,0.9997947812080383
Why is not letting me access my account. The whole point of this app is for me to gey access to my account without physically being at the bank. I would give it a zero but a one will suffice to get my point accross.,1,2024-12-27,BOA,Google Play,letting access account whole point app gey access account without physically bank would give zero one suffice get point accross,positive,neutral,NEGATIVE,0.9909530878067017
Nice,5,2024-12-26,BOA,Google Play,nice,positive,positive,POSITIVE,0.9998552799224854
When are you going to get rid of this and have a real app that works? By far the worst mobile banking app.,1,2024-12-24,BOA,Google Play,going get rid real app work far worst mobile banking app,negative,negative,NEGATIVE,0.9997583031654358
አይሰራም ሼም ነው፤,1,2024-12-23,BOA,Google Play,አይሰራም ሼም,neutral,neutral,NEGATIVE,0.7850592732429504
Not that much bad,3,2024-12-22,BOA,Google Play,much bad,negative,negative,NEGATIVE,0.9998047947883606
Fine,5,2024-12-21,BOA,Google Play,fine,positive,positive,POSITIVE,0.9998335838317871
The dirtiest application ever seen...,1,2024-12-20,BOA,Google Play,dirtiest application ever seen,neutral,negative,NEGATIVE,0.9929673671722412
Nic ap,5,2024-12-19,BOA,Google Play,nic ap,neutral,neutral,POSITIVE,0.9873360991477966
The forest app ever,1,2024-12-19,BOA,Google Play,forest app ever,neutral,neutral,POSITIVE,0.9739094376564026
"I love BoA more than anyone but they are cursed when it comed to mobile banking. Even though this ine is hetter it still s*cks! It will ask me to turn off developer options other wise it won't work! I use CBE, Awash birr, tekebirr, Dashen bank and others but non of them asked me this, why only BoA? Please improve your mobile banking, be competitive!",1,2024-12-19,BOA,Google Play,love boa anyone cursed comed mobile banking even though ine hetter still cks ask turn developer option wise wo work use cbe awash birr tekebirr dashen bank others non asked boa please improve mobile banking competitive,positive,positive,NEGATIVE,0.9053536653518677
Bank of abissena,1,2024-12-17,BOA,Google Play,bank abissena,neutral,neutral,POSITIVE,0.8258540034294128
Good,3,2024-12-16,BOA,Google Play,good,positive,positive,POSITIVE,0.9998161196708679
"Easy and sooo simple to use it, also its easy to stole someones money using the app",3,2024-12-16,BOA,Google Play,easy sooo simple use also easy stole someone money using app,positive,positive,NEGATIVE,0.9966411590576172
GOOD,5,2024-12-15,BOA,Google Play,good,positive,positive,POSITIVE,0.9998161196708679
The worst banking app ever. Never works!,1,2024-12-14,BOA,Google Play,worst banking app ever never work,negative,negative,NEGATIVE,0.9997935891151428
Poorly functioning app,3,2024-12-13,BOA,Google Play,poorly functioning app,negative,neutral,NEGATIVE,0.999775230884552
Very nice,5,2024-12-13,BOA,Google Play,nice,positive,positive,POSITIVE,0.9998552799224854
Your system is the worst you should do better😡😡😡😡😡😡,2,2024-12-11,BOA,Google Play,system worst,negative,negative,NEGATIVE,0.9998070597648621
It has been a while since you guys started giving the mobile app service but still couldn't get it to work. I'm sure you know that it doesn't work already but not sure if you're lazy or incompetent to fix it. You are losing business because of this. Complacency will have consequences.,1,2024-12-10,BOA,Google Play,since guy started giving mobile app service still could get work sure know work already sure lazy incompetent fix losing business complacency consequence,positive,negative,NEGATIVE,0.9994496703147888
"This is the best app; many features are awesome, but it should work without the need to turn off the developer options. I'm tired of having to constantly switch the developer options off and on. I've been expressing my struggles about this. I have precious settings enabled in the developer options, and to open the App Boa app, I have to turn them off. Please help us, Abyssinia Bank. I hope you can provide an update soon.",4,2024-12-08,BOA,Google Play,best app many feature awesome work without need turn developer option tired constantly switch developer option expressing struggle precious setting enabled developer option open app boa app turn please help u abyssinia bank hope provide update soon,positive,positive,POSITIVE,0.9975213408470154
"I’m giving this app one star because there are no options below that. My experience has been incredibly frustrating due to the extremely long loading times, and the app even closes automatically at times. People choose mobile banking for its convenience, but this app is far too time-consuming, making it the worst I’ve used. I hope improvements are made to enhance the user experience.",1,2024-12-07,BOA,Google Play,giving app one star option experience incredibly frustrating due extremely long loading time app even close automatically time people choose mobile banking convenience app far making worst used hope improvement made enhance user experience,negative,neutral,NEGATIVE,0.9941813349723816
Nice,5,2024-12-07,BOA,Google Play,nice,positive,positive,POSITIVE,0.9998552799224854
Very unprofessional and mischievous bank in my opinion. I have had several occasions but recently I used Abyssinia Card to withdraw money and it was deducted from my account but despite reporting several times they said they are processing it but I learned yesterday that since it has been 3 months the bank has decided to include it in their income. How absurd. If you can avoid this bank.,1,2024-12-06,BOA,Google Play,unprofessional mischievous bank opinion several occasion recently used abyssinia card withdraw money deducted account despite reporting several time said processing learned yesterday since 3 month bank decided include income absurd avoid bank,negative,negative,NEGATIVE,0.9920478463172913
It doesn't work on my 2 devices A05 and A34 😡,1,2024-12-02,BOA,Google Play,work 2 device a05 a34,neutral,neutral,NEGATIVE,0.9139238595962524
It's better to say I don't use boa rather than pulling your phone out and opening this app,1,2024-12-01,BOA,Google Play,better say use boa rather pulling phone opening app,positive,positive,NEGATIVE,0.998244047164917
My attention is very important because it will be the most difficult time for me,5,2024-11-30,BOA,Google Play,attention important difficult time,negative,negative,NEGATIVE,0.9522916078567505
"I have a worst experience while using this mobile application through out the year. Most of the time it fails to ""Login"" or automatically closed the app. And also it takes so much loading time (5 minutes +) trying to access the internal services. Sometimes also while transferring within and to other bank also fails. So, BOA please fix your app.",1,2024-11-29,BOA,Google Play,worst experience using mobile application year time fails login automatically closed app also take much loading time 5 minute trying access internal service sometimes also transferring within bank also fails boa please fix app,negative,negative,NEGATIVE,0.9996033310890198
I don't know why but your apps start out great then all of a sudden don't work🤷‍♀️,1,2024-11-28,BOA,Google Play,know apps start great sudden,positive,positive,POSITIVE,0.9991416931152344
This application is losing major factions on a daily basis. I can count how many times I have used this app; it is completely useless and disappointing if I am not going to use it in times of need then I don't see the point.,1,2024-11-28,BOA,Google Play,application losing major faction daily basis count many time used app completely useless disappointing going use time need see point,negative,negative,NEGATIVE,0.9992867112159729
exellent digital transaction of money,5,2024-11-27,BOA,Google Play,exellent digital transaction money,neutral,neutral,NEGATIVE,0.9978858828544617
The latest update has stopped android 9 phones not to open this App. Never work properly since i started using it.,1,2024-11-26,BOA,Google Play,latest update stopped android 9 phone open app never work properly since started using,positive,negative,NEGATIVE,0.9993312358856201
Best,5,2024-11-25,BOA,Google Play,best,positive,positive,POSITIVE,0.9997941851615906
Great,5,2024-11-25,BOA,Google Play,great,positive,positive,POSITIVE,0.9998630285263062
👏👏👏,5,2024-11-24,BOA,Google Play,,neutral,neutral,POSITIVE,0.748120903968811
Money,5,2024-11-24,BOA,Google Play,money,neutral,neutral,POSITIVE,0.9659324884414673
It needs more improvment,2,2024-11-24,BOA,Google Play,need improvment,neutral,neutral,NEGATIVE,0.9674727320671082
Hey Google,5,2024-11-21,BOA,Google Play,hey google,neutral,neutral,POSITIVE,0.9950044751167297
Good app,5,2024-11-21,BOA,Google Play,good app,positive,positive,POSITIVE,0.9998493194580078
ab,3,2024-11-20,BOA,Google Play,ab,neutral,neutral,POSITIVE,0.9603193998336792
Ademtahir,5,2024-11-20,BOA,Google Play,ademtahir,neutral,neutral,POSITIVE,0.9930111765861511
✌️✌️,5,2024-11-20,BOA,Google Play,,neutral,neutral,POSITIVE,0.748120903968811
Please this app on my android phone,3,2024-11-20,BOA,Google Play,please app android phone,neutral,positive,POSITIVE,0.9795334339141846
GOAT 🐐 🐐,5,2024-11-19,BOA,Google Play,goat,neutral,neutral,NEGATIVE,0.9739651679992676
"Your app doesn't match your bank, the app is disaster, super slow. Please learn something from tele birr app.",1,2024-11-19,BOA,Google Play,app match bank app disaster super slow please learn something tele birr app,positive,positive,NEGATIVE,0.9981170892715454
Fast and reliable,5,2024-11-18,BOA,Google Play,fast reliable,positive,neutral,POSITIVE,0.9998382329940796
"The worst app update ever. Why would you include the ""developer option off"" thing here? Why do you care? It is my phone my money, right? That is the reason why I switched to other banks. So either turn it off or everyone will discontinue their business one by one.",1,2024-11-17,BOA,Google Play,worst app update ever would include developer option thing care phone money right reason switched bank either turn everyone discontinue business one one,negative,negative,NEGATIVE,0.9997963309288025
Very good,5,2024-11-14,BOA,Google Play,good,positive,positive,POSITIVE,0.9998161196708679
One of the poorest mobile banking system,1,2024-11-13,BOA,Google Play,one poorest mobile banking system,neutral,negative,NEGATIVE,0.9997370839118958
❤❤❤❤❤❤,5,2024-11-12,BOA,Google Play,,neutral,neutral,POSITIVE,0.748120903968811
Oene,5,2024-11-12,BOA,Google Play,oene,neutral,neutral,POSITIVE,0.8278863430023193
i find it interesting specially in reciept downloading,1,2024-11-12,BOA,Google Play,find interesting specially reciept downloading,positive,positive,POSITIVE,0.9934403300285339
it good,5,2024-11-12,BOA,Google Play,good,positive,positive,POSITIVE,0.9998161196708679
"This app crashes everytime, please fix it",1,2024-11-12,BOA,Google Play,app crash everytime please fix,neutral,negative,NEGATIVE,0.997086226940155
አንድ star ራሱ ይበዛበታል። i dont recomend to use this app also the bank,1,2024-11-12,BOA,Google Play,አንድ star ራሱ dont recomend use app also bank,neutral,neutral,NEGATIVE,0.9906750321388245
I need a support the app is not working,5,2024-11-12,BOA,Google Play,need support app working,neutral,positive,POSITIVE,0.6164340972900391
Bast bank of ethiopia,5,2024-11-12,BOA,Google Play,bast bank ethiopia,neutral,neutral,POSITIVE,0.9939870834350586
Good,5,2024-11-12,BOA,Google Play,good,positive,positive,POSITIVE,0.9998161196708679
very slow app. አቢሲኒያን ከሚያክል ባንክ የማይጠበቅ software app. ከቻላችሁ ሙሉ ለሙሉ እንደገና አሰሩት።በጣም ይመራያል ያሳፍራል።ለapp የወጣው ወጭ በሙስና የተበላ ነው የሚመስለው።,1,2024-11-12,BOA,Google Play,slow app አቢሲኒያን ከሚያክል ባንክ የማይጠበቅ software app ከቻላችሁ ሙሉ ለሙሉ እንደገና ይመራያል የወጣው ወጭ በሙስና የተበላ ነው,negative,neutral,NEGATIVE,0.9957073926925659
"thank you for your social services like, vertual banking, non touch ATM, Cadrless and withdrwal with out passbook...",5,2024-11-12,BOA,Google Play,thank social service like vertual banking non touch atm cadrless withdrwal passbook,positive,positive,POSITIVE,0.9902558922767639
The worst App i have never seen like this before,1,2024-11-12,BOA,Google Play,worst app never seen like,negative,negative,NEGATIVE,0.9997345805168152
Wweeeer,4,2024-11-12,BOA,Google Play,wweeeer,neutral,neutral,NEGATIVE,0.8910734057426453
Infinx,5,2024-11-12,BOA,Google Play,infinx,neutral,neutral,NEGATIVE,0.9042558670043945
Great service,5,2024-11-12,BOA,Google Play,great service,positive,positive,POSITIVE,0.9998434782028198
👍,5,2024-11-11,BOA,Google Play,,neutral,neutral,POSITIVE,0.748120903968811
This app is not available on all android versions and some times it is not functional.,1,2024-11-08,BOA,Google Play,app available android version time functional,positive,neutral,POSITIVE,0.5150746703147888
senayt Mesfin,4,2024-11-08,BOA,Google Play,senayt mesfin,neutral,neutral,POSITIVE,0.8874821066856384
Bad app vety bad.,1,2024-11-07,BOA,Google Play,bad app vety bad,negative,negative,NEGATIVE,0.9998015761375427
Nice,5,2024-11-06,BOA,Google Play,nice,positive,positive,POSITIVE,0.9998552799224854
Abessnya Banke,5,2024-11-05,BOA,Google Play,abessnya banke,neutral,neutral,NEGATIVE,0.987365186214447
"The most useless app, I never expected such an irrelevant app from BOA. big shame!",1,2024-11-04,BOA,Google Play,useless app never expected irrelevant app boa big shame,negative,negative,NEGATIVE,0.9988825917243958
Okay,5,2024-11-03,BOA,Google Play,okay,positive,positive,POSITIVE,0.9997709393501282
Professional on banking app,5,2024-11-01,BOA,Google Play,professional banking app,positive,neutral,POSITIVE,0.8753939867019653
Has some nice interface but always freezes or slow to load .App developers please fix this issue.,3,2024-10-27,BOA,Google Play,nice interface always freeze slow load developer please fix issue,positive,positive,NEGATIVE,0.9223190546035767
አይሰራም አስተካክሉት,5,2024-10-26,BOA,Google Play,አይሰራም አስተካክሉት,neutral,neutral,NEGATIVE,0.7850592732429504
Please try another because this app doesn't feet the need of this generation,1,2024-10-25,BOA,Google Play,please try another app foot need generation,neutral,positive,NEGATIVE,0.9851754307746887
Good,4,2024-10-25,BOA,Google Play,good,positive,positive,POSITIVE,0.9998161196708679
Fast transfer,5,2024-10-24,BOA,Google Play,fast transfer,positive,neutral,POSITIVE,0.9989985823631287
"What's up I can't log in, what's wrong",5,2024-10-22,BOA,Google Play,ca log wrong,negative,negative,NEGATIVE,0.9991542100906372
Amrumehamed,1,2024-10-21,BOA,Google Play,amrumehamed,neutral,neutral,POSITIVE,0.6924051642417908
Good,5,2024-10-19,BOA,Google Play,good,positive,positive,POSITIVE,0.9998161196708679
"Nice to meet you my proud bank in Ethiopia.. I'm a member of this bank, i need to solve my problem of international receiving money for me from my online digital working service's over the world please? I'm working a lot of international money.But i can't get direct in Ethiopia because of don't knowing the legal ways of getting money in Ethiopia please can I get and direct deposit with BoA please 🙏🙏🙏?",5,2024-10-18,BOA,Google Play,nice meet proud bank ethiopia member bank need solve problem international receiving money online digital working service world please working lot international ca get direct ethiopia knowing legal way getting money ethiopia please get direct deposit boa please,positive,positive,POSITIVE,0.8354560732841492
Very good,5,2024-10-18,BOA,Google Play,good,positive,positive,POSITIVE,0.9998161196708679
ደደገነሐ,5,2024-10-15,BOA,Google Play,ደደገነሐ,neutral,neutral,NEGATIVE,0.6970565915107727
"Terrible Bank Experience It’s unbelievable that with all the modern technology, this bank still struggles with even basic transactions. The app constantly crashes, services are limited, and every time I try to transfer money or load Telebirr, there’s a huge delay. I have to wait 5 days for failed transactions to be refunded! Even USSD is unreliable. They’ve put me in embarrassing situations countless times, and customer care never fixes anything. I’ve switched banks, and you should too!",1,2024-10-14,BOA,Google Play,terrible bank experience unbelievable modern technology bank still struggle even basic transaction app constantly crash service limited every time try transfer money load telebirr huge delay wait 5 day failed transaction refunded even ussd unreliable put embarrassing situation countless time customer care never fix anything switched bank,negative,negative,NEGATIVE,0.9981858134269714
A painfully slow banking app service. Please don't make it your choice!,1,2024-10-13,BOA,Google Play,painfully slow banking app service please make choice,negative,negative,NEGATIVE,0.9989803433418274
Good App,4,2024-10-12,BOA,Google Play,good app,positive,positive,POSITIVE,0.9998493194580078
Best app to me,5,2024-10-11,BOA,Google Play,best app,positive,positive,POSITIVE,0.999686598777771
BOA,5,2024-10-11,BOA,Google Play,boa,neutral,neutral,NEGATIVE,0.7410537600517273
Abdulkadir,5,2024-10-11,BOA,Google Play,abdulkadir,neutral,neutral,POSITIVE,0.981449544429779
Bad,1,2024-10-10,BOA,Google Play,bad,negative,negative,NEGATIVE,0.999782383441925
If it is possible I would gove0 star,1,2024-10-08,BOA,Google Play,possible would gove0 star,neutral,neutral,NEGATIVE,0.8787213563919067
Nise mobile bankig,4,2024-10-05,BOA,Google Play,nise mobile bankig,neutral,neutral,NEGATIVE,0.9858755469322205
Overall good app but performance needs some improvement also sometimes when using instant other bank transfers it refuses causing to be repeated several times to transfer,4,2024-10-04,BOA,Google Play,overall good app performance need improvement also sometimes using instant bank transfer refuse causing repeated several time transfer,positive,positive,NEGATIVE,0.9793716669082642
Ok,5,2024-10-04,BOA,Google Play,ok,positive,positive,POSITIVE,0.9997851252555847
Just make it work please🤣 this is embarrassing for a bank of your size,1,2024-10-04,BOA,Google Play,make work embarrassing bank size,neutral,negative,NEGATIVE,0.9997360110282898
Update to the simplest way it requires the developer option on and off why this is,5,2024-10-04,BOA,Google Play,update simplest way requires developer option,neutral,neutral,NEGATIVE,0.9625688791275024
"Stop telling me what to do with my phone, BOA. Why does your newly updated app keep asking me to disable the developer options? I’m not slowing down my phone just to use your God damn app. 🤮🤮🤮🤮",1,2024-10-04,BOA,Google Play,stop telling phone boa newly updated app keep asking disable developer option slowing phone use god damn app,positive,negative,NEGATIVE,0.998467743396759
I'm living out of country how may I download and use mobile banking? It asks me the Ethiopia phone number and I can't receive text to confirm because I'm out side the country. So please lete know if I can use while I'm outside the country. Thanks,1,2024-10-04,BOA,Google Play,living country may download use mobile banking asks ethiopia phone number ca receive text confirm side country please lete know use outside country thanks,positive,positive,POSITIVE,0.7075092792510986
Good,3,2024-10-03,BOA,Google Play,good,positive,positive,POSITIVE,0.9998161196708679
Worest app,1,2024-10-03,BOA,Google Play,worest app,neutral,neutral,NEGATIVE,0.7789774537086487
The worest app ever,1,2024-10-03,BOA,Google Play,worest app ever,neutral,neutral,POSITIVE,0.9283795952796936
አሪፍ ነው በርቱልን,5,2024-10-03,BOA,Google Play,አሪፍ ነው በርቱልን,neutral,neutral,NEGATIVE,0.8337253928184509
Wwwerrr,5,2024-10-02,BOA,Google Play,wwwerrr,neutral,neutral,NEGATIVE,0.8502518534660339
ጀማል ውቀቱ,5,2024-09-30,BOA,Google Play,ጀማል ውቀቱ,neutral,neutral,NEGATIVE,0.7850592732429504
Great For Financial company,5,2024-09-30,BOA,Google Play,great financial company,positive,positive,POSITIVE,0.9998753070831299
Very easy to use,5,2024-09-30,BOA,Google Play,easy use,positive,positive,POSITIVE,0.9884273409843445
The App's crash always.. Error.....,3,2024-09-27,BOA,Google Play,app crash always error,neutral,negative,NEGATIVE,0.9992274045944214
This app is incredibly frustrating to use. It’s filled with issues that make it difficult to navigate and complete tasks efficiently. I’ve never encountered such a poorly designed banking application before. It needs significant improvements to enhance user experience. It deserves a vey low rating.,1,2024-09-26,BOA,Google Play,app incredibly frustrating use filled issue make difficult navigate complete task efficiently never encountered poorly designed banking application need significant improvement enhance user experience deserves vey low rating,negative,negative,NEGATIVE,0.9781351089477539
nice,5,2024-09-26,BOA,Google Play,nice,positive,positive,POSITIVE,0.9998552799224854
Great UI and seamless UX. I love it!!,5,2024-09-25,BOA,Google Play,great ui seamless ux love,positive,positive,POSITIVE,0.9994181394577026
That's too good application but try to add more alternatives and futures or possibilitys for your customers,3,2024-09-25,BOA,Google Play,good application try add alternative future possibility customer,positive,positive,POSITIVE,0.9945331811904907
It's easy used to operate program and secured 👍👍,4,2024-09-25,BOA,Google Play,easy used operate program secured,positive,positive,NEGATIVE,0.8629271388053894
I bought a mobile card on this app but I didn't receive it and it took my money and I didn't get my money back.,1,2024-09-21,BOA,Google Play,bought mobile card app receive took money get money back,neutral,neutral,NEGATIVE,0.990920901298523
Amazing,5,2024-09-19,BOA,Google Play,amazing,positive,positive,POSITIVE,0.999875545501709
Great app with great services,5,2024-09-19,BOA,Google Play,great app great service,positive,positive,POSITIVE,0.999742329120636
Yes active user,5,2024-09-17,BOA,Google Play,yes active user,negative,positive,POSITIVE,0.9983929991722107
Shameful,1,2024-09-17,BOA,Google Play,shameful,neutral,negative,NEGATIVE,0.998016357421875
The worest app ever made i would not recommende for no one,1,2024-09-16,BOA,Google Play,worest app ever made would recommende one,neutral,neutral,POSITIVE,0.8708884119987488
Good application,5,2024-09-16,BOA,Google Play,good application,positive,positive,POSITIVE,0.999854564666748
I like,5,2024-09-16,BOA,Google Play,like,neutral,positive,POSITIVE,0.9910564422607422
Good,5,2024-09-16,BOA,Google Play,good,positive,positive,POSITIVE,0.9998161196708679
"How many hours should I wait after transferring money to telebirr, please do something about the transfer delay issue I need my money when ever.",1,2024-09-15,BOA,Google Play,many hour wait transferring money telebirr please something transfer delay issue need money ever,positive,neutral,NEGATIVE,0.9941322207450867
"BOA is unreasonably holding and delaying transactions for more than a day, even transactions within the same bank itself. This is a huge gap that I observed in BOA mobile banking. I didn't experience this kind of challenge while having transactions in other banks' mobile banking platforms. After waiting so long, I called your customer support team and the response they gave me was ""it was the system that holds the transaction & will be released on working days"". This is not totally fair.",1,2024-09-15,BOA,Google Play,boa unreasonably holding delaying transaction day even transaction within bank huge gap observed boa mobile banking experience kind challenge transaction bank mobile banking platform waiting long called customer support team response gave system hold transaction released working day totally fair,positive,positive,POSITIVE,0.7828167676925659
የእርስዎን ተሞክሮ ይግለጹ (አማራጭ),5,2024-09-14,BOA,Google Play,የእርስዎን ተሞክሮ ይግለጹ አማራጭ,neutral,neutral,NEGATIVE,0.8616330027580261
It's not working. It needs a big update. Can't you update the app quickly?,1,2024-09-14,BOA,Google Play,working need big update ca update app quickly,positive,neutral,NEGATIVE,0.9907553791999817
"I am Aimohon Joel , It's can be Good for a Better Conversation in Time 🙂",3,2024-09-14,BOA,Google Play,aimohon joel good better conversation time,positive,positive,POSITIVE,0.9943663477897644
"Better app than most mobile apps, but why do I have to turn off developer option every time I wanna use the app?? It's annoying.",1,2024-09-13,BOA,Google Play,better app mobile apps turn developer option every time wan na use app annoying,negative,positive,NEGATIVE,0.9908928871154785
Bes and freindly app,5,2024-09-13,BOA,Google Play,be freindly app,neutral,neutral,NEGATIVE,0.9479008913040161
It doesn't work.,1,2024-09-12,BOA,Google Play,work,neutral,neutral,POSITIVE,0.9994449019432068
"It say ""The request was not successful. please check device connectivity or try again"" why? One of the bank manager told me it is because of my phone's android version which is 9.1 It is ridiculous! Disappointing",1,2024-09-11,BOA,Google Play,say request successful please check device connectivity try one bank manager told phone android version ridiculous disappointing,negative,positive,NEGATIVE,0.9996609687805176
How to download or screenshot of payment receipt...what kinda worst app ever 🤮🤮🤢,1,2024-09-11,BOA,Google Play,download screenshot payment receipt kinda worst app ever,negative,negative,NEGATIVE,0.9997838139533997
Good,5,2024-09-10,BOA,Google Play,good,positive,positive,POSITIVE,0.9998161196708679
Smart technology,5,2024-09-10,BOA,Google Play,smart technology,positive,positive,POSITIVE,0.9998468160629272
Yegema app tish🪨,1,2024-09-08,BOA,Google Play,yegema app,neutral,neutral,POSITIVE,0.536909818649292
Ok,5,2024-09-07,BOA,Google Play,ok,positive,positive,POSITIVE,0.9997851252555847
"This is not an appropriate app, i don't know how boa develops this app, i don't expect this much crazy and un confortable app form BOA, I'm soory!!!",1,2024-09-07,BOA,Google Play,appropriate app know boa develops app expect much crazy un confortable app form boa soory,negative,negative,NEGATIVE,0.9914036393165588
"Shockingly bad! Even when it decides to work, it's painfully slow and frustrating. Such a shame that it has become a stain on an extraordinary bank",1,2024-09-06,BOA,Google Play,shockingly bad even decides work painfully slow frustrating shame become stain extraordinary bank,negative,negative,NEGATIVE,0.9996724128723145
"It crashes frequently. It launches on Android 8.1 but I don't think it actually works on versions less than 10. If so, it shouldn't be available for download by such devices to begin with, like many other finance apps are not. It was so much better three months ago, upgrades should be for the better.",1,2024-09-06,BOA,Google Play,crash frequently launch android think actually work version less available download device begin like many finance apps much better three month ago upgrade better,positive,positive,NEGATIVE,0.998531699180603
Awesome application. But lately its crashing everytime i opened it.,4,2024-09-05,BOA,Google Play,awesome application lately crashing everytime opened,positive,positive,POSITIVE,0.9957851767539978
እጅም በጣም ደካማ አፕ ነው ሲፈልግ ይከፍታል ሲፈልግ አይከፍትም ከአዋሽ እና ንግድ ባንክ የመሳሰሉ ባንኮች ሲወዳደር ሞባይል ባንኪንግ App እጅግ የሚያበሳጭ ነው ለውጥ ያስፈልጋችኋል,1,2024-09-05,BOA,Google Play,እጅም በጣም ደካማ አፕ ነው ሲፈልግ ይከፍታል ሲፈልግ አይከፍትም ከአዋሽ እና ንግድ ባንክ የመሳሰሉ ባንኮች ሲወዳደር ሞባይል ባንኪንግ app እጅግ የሚያበሳጭ ነው ለውጥ ያስፈልጋችኋል,neutral,neutral,NEGATIVE,0.9639250636100769
good,5,2024-09-05,BOA,Google Play,good,positive,positive,POSITIVE,0.9998161196708679
Fast one,3,2024-09-04,BOA,Google Play,fast one,positive,neutral,POSITIVE,0.9994491934776306
Nice looking app but a terrible user experience.,1,2024-09-03,BOA,Google Play,nice looking app terrible user experience,negative,negative,NEGATIVE,0.9853790998458862
The worest MB app ever!!🙄,1,2024-09-02,BOA,Google Play,worest mb app ever,neutral,neutral,NEGATIVE,0.9548892974853516
Very good,5,2024-09-01,BOA,Google Play,good,positive,positive,POSITIVE,0.9998161196708679
It is ok,5,2024-09-01,BOA,Google Play,ok,positive,positive,POSITIVE,0.9997851252555847
Plz fix the Apps ....screenshot lovation hide from glarey share botten not work😔😔,1,2024-08-30,BOA,Google Play,plz fix apps screenshot lovation hide glarey share botten,neutral,positive,NEGATIVE,0.9982648491859436
Good,5,2024-08-30,BOA,Google Play,good,positive,positive,POSITIVE,0.9998161196708679
